WMO ID,DATA TIMESTAMP,TEMPERATURE 07LT C,TEMPERATURE 13LT C,TEMPERATURE 18LT C,TEMPERATURE AVG C,TEMP 24H MIN C,TEMP 24H MAX C,RAINFALL 24H MM,SUNSHINE 24H H,WEATHER SPECIFIC,QFF 24H MEAN MB,REL HUMIDITY 07LT PC,REL HUMIDITY 13LT PC,REL HUMIDITY 18LT PC,REL HUMIDITY AVG PC,WIND SPEED 24H MAX MS,WIND DIR 24H MAX DEG,WIND SPEED 24H MEAN MS,WIND DIR 24H CARDINAL
96017,2023-01-01 00:00:00,22.4,30,28.8,25.9,22.4,30.8,,8.4,-,1014.5,97,63,74,82.75,4.6,140,2.6,SE
96017,2023-01-02 00:00:00,22.5,30.8,28,25.95,22.5,30.8,8888,8.1,No significant weather,1015.1,96,57,76,81.25,4.6,130,2.6,SE
96017,2023-01-03 00:00:00,22.8,31.2,28.4,26.3,22.8,31.8,,8.7,No significant weather,1014.7,95,60,77,81.75,4.1,140,2.8,SE
96017,2023-01-04 00:00:00,23.2,31.8,29.4,26.9,23.2,32.6,0,7.7,No significant weather,1014.2,95,62,69,80.25,4.6,130,2.9,SE
96017,2023-01-05 00:00:00,23.5,31.4,28.6,26.75,23.5,32,0,9.5,No significant weather,1013.9,93,65,75,81.5,5.1,120,3.3,SE
96017,2023-01-06 00:00:00,22.4,31.2,28.6,26.15,22.4,31.5,,5.9,No significant weather,1014.8,93,60,72,79.5,4.1,130,2.4,SE
96017,2023-01-07 00:00:00,23.2,27.8,26.5,25.175,23.2,29,0,5.3,No significant weather,1014.5,95,82,89,90.25,2.1,140,1.3,SE
96017,2023-01-08 00:00:00,22,30.2,28.6,25.7,22,30.6,1.5,1.5,-,1014.3,96,67,76,83.75,2.1,120,1.6,SE
96017,2023-01-09 00:00:00,21.6,30.9,28.4,25.625,21.6,31.4,0,7.8,No significant weather,1014.8,97,60,75,82.25,3.6,320,2.2,SE
96017,2023-01-10 00:00:00,21.5,30.8,28.1,25.475,21.5,30.8,0,8.4,No significant weather,1014.2,96,60,75,81.75,3.6,250,2.5,SE
96017,2023-01-11 00:00:00,21.6,30.6,28.4,25.55,21.6,31.6,0,9.3,No significant weather,1013.2,97,65,75,83.5,3.6,270,2,SE
96017,2023-01-12 00:00:00,21.8,31.8,29.6,26.25,21.8,32.8,,7.8,No significant weather,1012.7,95,61,73,81,3.6,300,2.1,SE
96017,2023-01-13 00:00:00,23.4,31.6,27.4,26.45,23.4,31.6,0,9.7,No significant weather,1013.9,93,63,87,84,4.1,290,2.1,SE
96017,2023-01-14 00:00:00,22.8,31,25.9,25.625,22.8,31,,6.7,"TS,RA",1013.4,98,66,91,88.25,3.1,190,1.8,S
96017,2023-01-15 00:00:00,22.8,30.8,28.4,26.2,22.8,30.8,1.4,6.4,TS,1013,98,70,71,84.25,4.1,320,2.5,NW
96017,2023-01-16 00:00:00,23,30.6,25,25.4,23,30.6,0,6.7,No significant weather,1013.9,88,68,94,84.5,4.1,300,2.3,SE
96017,2023-01-17 00:00:00,22.6,29.2,27,25.35,22.6,29.6,9.2,6.4,RA,1014.6,98,67,73,84,3.6,100,1.8,SE
96017,2023-01-18 00:00:00,19.4,29.2,28.3,24.075,19.4,30.4,,6.7,-,1015.1,93,65,71,80.5,4.6,120,2.3,SE
96017,2023-01-19 00:00:00,21.2,31,28.3,25.425,21.2,31,0,6.6,No significant weather,1013.5,90,61,71,78,5.1,140,3.4,SE
96017,2023-01-20 00:00:00,22.7,30.6,29.2,26.3,22.7,30.9,0,7.7,No significant weather,1013.3,92,66,72,80.5,4.6,120,2.8,SE
96017,2023-01-21 00:00:00,23.6,23.4,23.8,23.6,23,24.6,26.5,7.2,No significant weather,1013.4,98,97,98,97.75,3.6,140,2,SE
96017,2023-01-22 00:00:00,23,28.2,29.4,25.9,23,30.6,83.9,0,"TS,RA",1012.3,97,77,73,86,3.6,110,2.5,SE
96017,2023-01-23 00:00:00,23.6,25.3,26,24.625,23,26.2,15.3,3.2,RA,1012.2,95,89,91,92.5,3.1,330,1.2,NW
96017,2023-01-24 00:00:00,23.6,27.8,25.6,25.15,23.2,27.8,18.7,.3,RA,1012,97,77,83,88.5,6.7,120,3.5,SE
96017,2023-01-25 00:00:00,21.8,31,25.6,25.05,21.8,31.4,4,.8,RA,1011.1,93,64,88,84.5,3.1,130,2.1,SE
96017,2023-01-26 00:00:00,22.4,29.2,25.2,24.8,22.4,29.6,48.5,9999,"TS,RA",1011.9,97,72,94,90,4.1,170,2.3,SE
96017,2023-01-27 00:00:00,23,30.8,24.6,25.35,23,31.2,9.4,3.6,"TS,RA",1010.9,98,68,94,89.5,4.6,150,2.2,SE
96017,2023-01-28 00:00:00,23.6,30.8,26.7,26.175,23.6,31.4,7.2,5.7,"TS,RA",1010.2,92,66,85,83.75,4.6,130,3.3,SE
96017,2023-01-29 00:00:00,23.6,28.6,28.4,26.05,23.6,29.5,1.9,4.1,RA,1010.6,92,77,85,86.5,3.6,180,1.7,SW
96017,2023-01-30 00:00:00,23.4,30.6,27.6,26.25,23.4,30.6,3.8,2.3,RA,1012.1,97,72,82,87,4.6,110,3,SE
96017,2023-01-31 00:00:00,24,30.2,23.4,25.4,23.2,30.8,10.3,4.6,-,1012.3,98,74,95,91.25,3.6,130,1.8,SE
96017,2023-02-01 00:00:00,22,31,28.2,25.8,22,31.2,29.2,4.5,"TS,RA",1011.9,98,63,79,84.5,3.1,130,2.2,SE
96017,2023-02-02 00:00:00,22.4,31.8,30.6,26.8,22.4,32.5,1,7.9,RA,1011.7,93,61,68,78.75,3.6,130,1.9,SE
96017,2023-02-03 00:00:00,23.6,31.8,28,26.75,23.6,31.8,,8.7,No significant weather,1011.7,97,64,83,85.25,3.1,150,2,SE
96017,2023-02-04 00:00:00,24.2,29.6,23.6,25.4,23.4,29.8,.5,5.7,-,1011.4,97,71,97,90.5,2.6,150,1.4,S
96017,2023-02-05 00:00:00,23,30.2,24.6,25.2,23,31.2,54.8,3.3,"TS,RA",1011.5,97,69,92,88.75,3.6,30,2.1,E
96017,2023-02-06 00:00:00,22.8,29.6,27.6,25.7,22.8,30.2,48.6,5.4,RA,1012.4,97,70,85,87.25,4.6,120,1.8,SE
96017,2023-02-07 00:00:00,22.2,30.4,26.4,25.3,22.2,31,80.9,1.9,-,1012.4,98,74,91,90.25,2.6,210,1.5,SE
96017,2023-02-08 00:00:00,23.3,28.8,26.6,25.5,23.3,29.8,22.5,6.3,"TS,RA",1011.9,97,81,85,90,2.6,140,1.7,SE
96017,2023-02-09 00:00:00,22,30.6,29,25.9,22,31.2,8888,3.6,RA,1011.6,97,65,79,84.5,4.1,130,2,SE
96017,2023-02-10 00:00:00,24,29.9,23.6,25.375,23.6,29.9,.2,5.8,-,1012.7,96,73,97,90.5,5.1,310,2.1,NW
96017,2023-02-11 00:00:00,22.2,30.6,29.2,26.05,22.2,31,76.5,1.6,"TS,RA",1012.6,98,66,72,83.5,3.6,130,1.9,SE
96017,2023-02-12 00:00:00,23.4,31,29.4,26.8,23.4,31.3,0,7.4,-,1013.3,98,67,76,84.75,3.1,310,1.8,SE
96017,2023-02-13 00:00:00,23,30.5,28.2,26.175,23,31.8,0,8.2,No significant weather,1013.7,97,68,81,85.75,4.1,320,1.9,SE
96017,2023-02-14 00:00:00,23,30.4,29.2,26.4,23,31,8888,4.8,RA,1013.1,97,72,75,85.25,3.1,150,1.7,S
96017,2023-02-15 00:00:00,23.9,29.8,28.2,26.45,23.9,29.8,2.8,6.3,RA,1012.5,88,69,71,79,4.6,120,2.3,SE
96017,2023-02-16 00:00:00,22.8,30.2,28.2,26,22.8,30.8,.3,6.1,No significant weather,1012.8,96,69,81,85.5,4.6,130,2.2,SE
96017,2023-02-17 00:00:00,23,30.2,26.8,25.75,23,30.8,5.8,6.4,RA,1013.3,98,66,89,87.75,3.1,150,1.9,SE
96017,2023-02-18 00:00:00,22.2,30.4,27.6,25.6,22.2,30.4,20.6,4.8,RA,1013.6,97,69,84,86.75,4.1,70,2.3,SE
96017,2023-02-19 00:00:00,22.8,28,29.5,25.775,22.8,30.9,6,6.4,"TS,RA",1013.8,95,73,67,82.5,5.1,100,2.7,SE
96017,2023-02-20 00:00:00,21.7,31.2,29.6,26.05,21.7,31.8,0,6.7,No significant weather,1013.2,96,64,74,82.5,4.1,120,2.1,SE
96017,2023-02-21 00:00:00,23.2,31.6,28.8,26.7,23.2,31.6,0,9.5,No significant weather,1013.8,97,65,77,84,3.1,310,2,SE
96017,2023-02-22 00:00:00,23.4,29.8,30.4,26.75,23.4,31.4,8888,8.7,RA,1013.6,95,71,66,81.75,5.1,130,2.8,SE
96017,2023-02-23 00:00:00,23,31.8,27.2,26.25,23,31.8,8888,10.4,No significant weather,1013.5,93,61,78,81.25,4.1,170,2.6,SE
96017,2023-02-24 00:00:00,22.3,30.8,30,26.35,22.3,31.8,0,8.1,TS,1013.5,92,66,69,79.75,2.6,160,1.7,E
96017,2023-02-25 00:00:00,21,30.6,30.1,25.675,21,31.1,0,5.9,No significant weather,1014.4,91,67,66,78.75,3.1,70,1.9,E
96017,2023-02-26 00:00:00,22.1,28.9,25.4,24.625,22,29,0,9.2,No significant weather,1015.8,87,70,86,82.5,5.1,120,3.1,SE
96017,2023-02-27 00:00:00,22.8,30.8,28.7,26.275,22.8,31.3,2,2.6,RA,1015.7,93,62,74,80.5,5.1,130,3.6,SE
96017,2023-02-28 00:00:00,23,30.8,27.8,26.15,23,31.2,,8.2,No significant weather,1016.3,93,70,80,84,4.6,130,2.4,SE
96017,2023-03-01 00:00:00,23.7,27.4,28.2,25.75,23.7,30.1,8888,3.9,RA,1016.3,94,77,75,85,4.6,100,2.8,SE
96017,2023-03-02 00:00:00,23.4,31.4,29.4,26.9,23.4,32.4,8888,1.9,RA,1014.9,92,62,69,78.75,6.2,130,3.4,SE
96017,2023-03-03 00:00:00,24.4,30.8,26.9,26.625,24.4,31.3,,8.4,No significant weather,1018,94,64,89,85.25,4.6,310,1.9,S
96017,2023-03-04 00:00:00,23.3,31.1,29.6,26.825,23.3,31.6,2.7,4.2,"TS,RA",1016.5,93,62,65,78.25,6.2,120,3.8,SE
96017,2023-03-05 00:00:00,22,31.2,29.2,26.1,22,31.6,0,9.6,No significant weather,1016.9,90,65,70,78.75,6.2,130,3.1,SE
96017,2023-03-06 00:00:00,20.1,31.5,29.2,25.225,20.1,31.6,0,9.2,No significant weather,1015.4,91,60,61,75.75,5.1,120,3.6,SE
96017,2023-03-07 00:00:00,21,31.2,29.4,25.65,21,32.4,,9.9,No significant weather,1014.6,93,56,73,78.75,5.1,120,2.5,E
96017,2023-03-08 00:00:00,22.3,32.4,30.8,26.95,22.3,32.6,8888,7.5,No significant weather,1014.4,92,57,61,75.5,5.1,130,3.1,E
96017,2023-03-09 00:00:00,23.7,30.8,25.8,26,23.7,31.6,0,8.9,-,1013.4,94,71,91,87.5,3.6,120,2.3,SE
96017,2023-03-10 00:00:00,23.2,,25,,23.2,32,16.4,5.8,RA,1013.2,95,,95,,4.1,140,2.2,SE
96017,2023-03-11 00:00:00,23.6,31.2,25.8,26.05,23.6,32.4,19.7,6.2,"TS,RA",1013.8,97,65,89,87,4.6,310,1.8,S
96017,2023-03-12 00:00:00,23.6,31.2,27.4,26.45,23.6,31.2,4,5.3,"TS,RA",1013.5,95,70,88,87,2.6,130,1.8,W
96017,2023-03-13 00:00:00,24,28.4,29.2,26.4,24,29.6,3.5,5.5,"TS,RA",1012.7,97,77,76,86.75,4.6,3,2.1,SE
96017,2023-03-14 00:00:00,21.4,31,29.2,25.75,21.4,32,5,1.5,RA,1011.4,93,64,69,79.75,4.1,120,2.9,SE
96017,2023-03-15 00:00:00,22.6,29.6,30,26.2,22.6,32.2,0,8.8,No significant weather,1012.1,97,71,67,83,3.6,120,2.1,SE
96017,2023-03-16 00:00:00,25,31.6,30,27.9,25,32.8,0,5.5,No significant weather,1012.8,91,57,69,77,4.6,120,3.3,SE
96017,2023-03-17 00:00:00,23.6,32.2,30,27.35,23.6,33,0,8.5,No significant weather,1012.5,95,58,70,79.5,4.6,140,2.8,SE
96017,2023-03-18 00:00:00,24,31.4,26.8,26.55,24,31.4,0,7.8,No significant weather,1011.8,95,69,92,87.75,3.1,70,1.7,SE
96017,2023-03-19 00:00:00,24,32.2,26.2,26.6,24,32.8,13.4,5.3,"TS,RA",1011.7,97,66,89,87.25,4.6,330,2.5,SE
96017,2023-03-20 00:00:00,23.2,28.8,28.2,25.85,23.2,31.4,.2,6,"TS,RA",1011.8,95,79,84,88.25,4.1,310,1.9,SE
96017,2023-03-21 00:00:00,24,30.8,31.2,27.5,24,32.8,8888,5.1,-,1011.7,93,70,75,82.75,2.6,150,1.8,E
96017,2023-03-22 00:00:00,22.7,32.4,29.8,26.9,22.7,32.4,0,3.8,No significant weather,1011.2,96,60,71,80.75,4.6,340,2.5,SE
96017,2023-03-23 00:00:00,25.6,32,26,27.3,25.6,32,0,9.5,No significant weather,1012.1,95,67,90,86.75,3.6,120,1.9,SE
96017,2023-03-24 00:00:00,24.6,29.5,26.4,26.275,24,30.4,6.4,2.7,TS,1012.8,90,76,92,87,3.6,120,1.7,S
96017,2023-03-25 00:00:00,23.4,31.6,28.8,26.8,23.4,31.6,9.3,3.1,"TS,RA",1012.9,98,65,84,86.25,2.6,190,1.4,SE
96017,2023-03-26 00:00:00,23.4,31.8,28.5,26.775,23.4,31.8,1,5.5,RA,1011.9,97,69,85,87,4.6,310,1.9,E
96017,2023-03-27 00:00:00,23.6,32.7,29.3,27.3,23.6,32.7,8888,5.8,-,1011.4,93,62,80,82,3.6,90,2.3,SE
96017,2023-03-28 00:00:00,24.4,32.2,29.2,27.55,24.4,32.8,8888,6.5,"TS,RA",1012.4,94,66,79,83.25,4.6,310,2.6,SE
96017,2023-03-29 00:00:00,23.4,31.8,29.4,27,23.4,32.6,8888,5.9,-,1013.2,98,65,78,84.75,3.6,200,2.3,SE
96017,2023-03-30 00:00:00,23,31.4,30.2,26.9,23,32,0,8.4,-,1012.8,94,68,73,82.25,3.1,130,1.9,S
96017,2023-03-31 00:00:00,22.4,32.6,30.8,27.05,22.4,33.2,2.1,6.3,RA,1012.3,97,57,71,80.5,3.1,300,2,SE
96017,2023-04-01 00:00:00,21.6,33.4,30,26.65,21.6,34,0,8.7,No significant weather,1012.1,95,52,73,78.75,4.6,320,2.6,E
96017,2023-04-02 00:00:00,23.8,32.7,31.4,27.925,23.8,33.6,0,9.4,No significant weather,1012.2,97,58,63,78.75,4.1,180,2.1,S
96017,2023-04-03 00:00:00,23,31.8,30,26.95,23,32.2,0,8.2,No significant weather,1012.9,95,58,73,80.25,2.6,140,1.4,SE
96017,2023-04-04 00:00:00,22.2,32.2,28.4,26.25,22.2,32.2,0,3.8,No significant weather,1012.6,95,61,83,83.5,4.1,320,2,NW
96017,2023-04-05 00:00:00,20.5,32.8,31.4,26.3,20.5,33.4,8888,5.6,-,1013.3,88,44,50,67.5,4.1,320,2.6,NW
96017,2023-04-06 00:00:00,20.6,33.2,29.6,26,20.6,33.2,,10.5,No significant weather,1012.7,93,53,75,78.5,4.6,310,2.7,E
96017,2023-04-07 00:00:00,23.6,32.6,26.6,26.6,23.6,33.1,0,9.1,-,1013.6,96,61,78,82.75,5.1,140,3,NW
96017,2023-04-08 00:00:00,22.6,32.2,30.2,26.9,22.6,33,14.9,7.8,"TS,RA",1014.9,98,66,73,83.75,3.6,270,1.9,SE
96017,2023-04-09 00:00:00,23,32,31.4,27.35,23,33.3,0,8.5,-,1014.6,93,67,57,77.5,4.1,120,2.7,E
96017,2023-04-10 00:00:00,22.2,33.8,30.7,27.225,22.2,34.5,0,9.1,No significant weather,1013.6,93,45,72,75.75,5.7,320,2.7,SE
96017,2023-04-11 00:00:00,23.5,32.7,31.6,27.825,23.5,33.8,0,10,-,1012.6,95,65,68,80.75,3.1,80,2.1,SE
96017,2023-04-12 00:00:00,24,33.6,30,27.9,24,33.6,0,9.1,No significant weather,1013,96,60,77,82.25,4.6,310,2.6,SE
96017,2023-04-13 00:00:00,24.2,33.6,30.8,28.2,24.2,34.4,0,9.1,No significant weather,1012.4,95,53,70,78.25,4.6,300,2.1,SE
96017,2023-04-14 00:00:00,24,33.8,30.6,28.1,24,34.6,0,8.6,No significant weather,1012.5,95,55,72,79.25,4.1,290,2.3,W
96017,2023-04-15 00:00:00,23.6,34.2,28,27.35,23.6,35.1,0,8.4,No significant weather,1011.9,95,56,74,80,3.6,300,2.1,SE
96017,2023-04-16 00:00:00,23,34.2,29.2,27.35,23,34.7,8888,9,-,1011.6,95,53,72,78.75,4.1,290,2,S
96017,2023-04-17 00:00:00,23.3,34.3,31,27.975,23.3,35.2,0,6.5,TS,1012.2,96,54,68,78.5,5.1,310,2.3,S
96017,2023-04-18 00:00:00,24.2,34.4,30,28.2,24.2,34.4,0,10,No significant weather,1012.7,94,56,68,78,5.1,310,2.5,SE
96017,2023-04-19 00:00:00,24.3,34.6,29,28.05,24.3,34.6,4.6,8.8,"TS,RA",1010.5,97,55,78,81.75,4.1,190,2,SE
96017,2023-04-20 00:00:00,24,33.8,25,26.7,24,34.4,0,7.4,-,1010.2,95,52,91,83.25,4.6,110,1.8,S
96017,2023-04-21 00:00:00,22.8,33.1,30.4,27.275,22.8,34,8888,5.7,"TS,RA",1010.1,97,57,78,82.25,2.6,130,1.7,SE
96017,2023-04-22 00:00:00,24,26.6,26.7,25.325,24,33.2,2,6.3,"TS,RA",1009.9,95,88,84,90.5,2.6,80,2,SE
96017,2023-04-23 00:00:00,24.1,30.7,29,26.975,24.1,32.2,45,5.4,"TS,RA",1011,96,73,80,86.25,4.1,130,2.1,SE
96017,2023-04-24 00:00:00,23.8,28.6,27,25.8,23.8,31.5,,7.2,-,1011.9,87,83,87,86,3.6,200,2.1,S
96017,2023-04-25 00:00:00,23,32,30.6,27.15,23,32.5,5.8,4.9,"TS,RA",1011.3,93,68,76,82.5,2.1,140,1.2,SE
96017,2023-04-26 00:00:00,24.1,33.8,31,28.25,24.1,33.8,0,3.5,-,1010.1,96,58,73,80.75,5.1,130,2.6,SE
96017,2023-04-27 00:00:00,24.2,29.6,27.6,26.4,24.2,31.2,0,5.3,-,1011.4,99,86,92,94,4.1,310,2.1,NW
96017,2023-04-28 00:00:00,24.2,32.4,29.4,27.55,24.2,32.4,1.5,2.3,"TS,RA",1012,96,65,78,83.75,3.1,320,1.3,NW
96017,2023-04-29 00:00:00,24.2,31.6,30.4,27.6,24.2,32.6,8888,4.2,-,1011.4,97,68,74,84,3.6,250,1.8,NW
96017,2023-04-30 00:00:00,24.6,33.4,29.8,28.1,24.6,33.7,,5.3,-,1009.9,98,60,86,85.5,2.6,280,1.6,SE
96017,2023-05-01 00:00:00,24.8,33.2,31.2,28.5,24.8,33.9,22,6.3,-,1009.7,97,60,72,81.5,3.1,310,1.9,SE
96017,2023-05-02 00:00:00,25.4,29.6,24.9,26.325,24.9,33,0,8.7,No significant weather,1011.6,97,74,95,90.75,6.2,170,2,SE
96017,2023-05-03 00:00:00,24.2,29.6,30.6,27.15,24.2,31.4,35.6,5.6,"TS,RA",1012.5,98,81,75,88,3.6,50,1.8,NW
96017,2023-05-04 00:00:00,25.2,33.6,27.2,27.8,25.2,33.6,0,3.6,No significant weather,1011.8,97,64,89,86.75,2.6,300,1.5,E
96017,2023-05-05 00:00:00,24.3,32.4,25,26.5,24.3,33.8,35.6,5.9,-,1010.2,98,64,95,88.75,6.2,120,1.5,SE
96017,2023-05-06 00:00:00,23.6,33,25.4,26.4,23.6,33,8.7,7.5,"TS,RA",1009.9,97,58,97,87.25,5.7,160,2,SE
96017,2023-05-07 00:00:00,23.4,32.4,29.8,27.25,23.4,32.6,25.4,6.1,"TS,RA",1009.7,97,61,70,81.25,5.7,190,2.3,S
96017,2023-05-08 00:00:00,25.1,30.7,28.7,27.4,25.1,31.9,1.7,8.7,-,1009.1,93,67,74,81.75,5.1,200,2.4,S
96017,2023-05-09 00:00:00,25.1,26.8,28.2,26.3,25.1,30,0,3.1,-,1010.3,90,84,67,82.75,6.2,200,3.4,S
96017,2023-05-10 00:00:00,24,33.2,32,28.3,24,34.3,2.7,.8,"TS,RA",1010.5,93,55,58,74.75,3.1,180,1.6,SW
96017,2023-05-11 00:00:00,23.4,33.5,32,28.075,23.4,34.2,0,7,RA,1011.7,89,62,67,76.75,3.6,320,2.1,SE
96017,2023-05-12 00:00:00,24.8,34.2,32.8,29.15,24.8,34.6,,10.1,No significant weather,1012.4,94,57,58,75.75,3.6,300,2.3,SE
96017,2023-05-13 00:00:00,24,34,32.6,28.65,24,34.6,0,11.1,No significant weather,1012.6,93,56,66,77,3.6,310,1.9,SE
96017,2023-05-14 00:00:00,23.7,34.8,33,28.8,23.7,35.7,0,11.2,No significant weather,1012.5,94,49,51,72,4.1,230,2.5,SE
96017,2023-05-15 00:00:00,24.2,34.2,32.4,28.75,24.2,34.6,0,11,No significant weather,1013.5,94,54,50,73,4.1,170,2.5,S
96017,2023-05-16 00:00:00,23.8,33.2,31.1,27.975,23.8,34,0,10.5,No significant weather,1014.1,91,58,70,77.5,4.1,330,2.2,E
96017,2023-05-17 00:00:00,23.2,33.6,31,27.75,23.2,33.6,0,8.7,No significant weather,1014.6,93,57,59,75.5,5.1,190,2.6,S
96017,2023-05-18 00:00:00,24.4,33.6,30.2,28.15,24.4,34.2,,8.7,-,1015.1,92,56,78,79.5,4.1,120,1.3,E
96017,2023-05-19 00:00:00,24.2,33.6,32,28.5,24.2,34.8,0,5.7,No significant weather,1013.8,92,57,66,76.75,3.6,320,2.1,W
96017,2023-05-20 00:00:00,23.9,33.6,30.5,27.975,23.9,33.6,,9.1,No significant weather,1012.7,95,58,67,78.75,5.7,320,2.9,NW
96017,2023-05-21 00:00:00,24,33.8,30.3,28.025,24,33.8,0,10.5,No significant weather,1013.9,96,60,64,79,5.1,300,2.9,NW
96017,2023-05-22 00:00:00,22.6,30.3,28.5,26,22.6,32.5,0,8.6,No significant weather,1014.9,93,73,77,84,5.1,310,2.5,NW
96017,2023-05-23 00:00:00,23.4,33.5,31.2,27.875,23.4,33.5,8888,5.8,RA,1014.8,89,59,63,75,5.1,310,2.8,NW
96017,2023-05-24 00:00:00,23.5,34.5,32.6,28.525,23.5,35,0,10.2,No significant weather,1013.9,91,55,59,74,4.6,290,2.3,W
96017,2023-05-25 00:00:00,23.9,35.1,26.2,27.275,23.9,35.5,0,9.4,No significant weather,1013.7,94,51,85,81,4.6,190,1.9,S
96017,2023-05-26 00:00:00,24.3,33.6,31,28.3,24.3,33.6,1.2,7.6,-,1013.8,96,62,63,79.25,5.1,230,2.3,SW
96017,2023-05-27 00:00:00,23.6,34.6,32.1,28.475,23.6,34.6,0,10.4,No significant weather,1011.9,93,46,52,71,4.1,240,2.4,SW
96017,2023-05-28 00:00:00,23,34.6,31.6,28.05,23,34.6,0,11.1,No significant weather,1011.1,88,44,51,67.75,5.1,170,3.4,S
96017,2023-05-29 00:00:00,23.6,30.3,30.6,27.025,23.6,31.4,0,11.2,No significant weather,1012.6,86,72,65,77.25,3.6,210,1.7,W
96017,2023-05-30 00:00:00,23.8,33.2,30.8,27.9,23.8,34.2,.9,2.9,RA,1012,92,56,62,75.5,5.1,190,2.7,S
96017,2023-05-31 00:00:00,26.5,33.7,24.2,27.725,24.2,33.7,8888,7.2,RA,1013,78,51,95,75.5,3.1,200,1.8,S
96017,2023-06-01 00:00:00,23.3,33.2,32.6,28.1,23.3,33.8,22.2,4.4,"TS,RA",1011.4,93,54,58,74.5,4.1,180,2.6,SE
96017,2023-06-02 00:00:00,24.8,34,33,29.15,24.8,35.4,0,10.1,No significant weather,1011.4,87,53,63,72.5,4.1,160,2.3,SE
96017,2023-06-03 00:00:00,24.4,27.8,28.6,26.3,24.4,29,4.7,10.9,No significant weather,1013.5,97,74,68,84,3.1,150,2,SW
96017,2023-06-04 00:00:00,22.7,33,31.2,27.4,22.7,33.8,3,0,"TS,RA",1011.9,94,53,59,75,4.6,180,2.6,SE
96017,2023-06-05 00:00:00,24,32.8,31.1,27.975,24,33.4,,8,No significant weather,1011.4,93,50,53,72.25,4.6,180,2.4,S
96017,2023-06-06 00:00:00,25.4,26.8,27.4,26.25,25.4,32.4,2,5.9,No significant weather,1012,87,86,78,84.5,4.6,180,2.3,S
96017,2023-06-07 00:00:00,24.6,33.1,32,28.575,24.6,33.9,3.8,3.2,RA,1011.8,87,50,51,68.75,4.6,180,2.8,S
96017,2023-06-08 00:00:00,22.1,34.2,32.9,27.825,22.1,34.7,0,7.4,No significant weather,1012.2,93,51,61,74.5,5.1,170,2.1,S
96017,2023-06-09 00:00:00,24.2,33.4,31.9,28.425,24.2,34,0,8.1,No significant weather,1011.4,90,55,56,72.75,4.1,180,2.6,S
96017,2023-06-10 00:00:00,25,31.6,31.7,28.325,25,34,0,6.4,No significant weather,1011.3,84,53,54,68.75,5.1,170,2.4,SW
96017,2023-06-11 00:00:00,24.8,35.2,33.4,29.55,24.8,35.2,,4.4,RA,1010.6,87,46,52,68,3.6,230,1.9,S
96017,2023-06-12 00:00:00,23.5,34.8,33.1,28.725,23.5,34.9,0,10.5,No significant weather,1010.6,89,44,47,67.25,5.1,180,3.3,S
96017,2023-06-13 00:00:00,23.2,34.5,31.6,28.125,23.2,34.5,0,10.9,No significant weather,1011.7,90,43,51,68.5,6.7,170,3.6,S
96017,2023-06-14 00:00:00,24.3,35.5,34.1,29.55,24.3,36.6,0,11.1,No significant weather,1012.6,84,45,45,64.5,4.1,160,2.4,S
96017,2023-06-15 00:00:00,23.8,34.6,32.4,28.65,23.8,34.6,0,11.3,No significant weather,1012.5,92,53,57,73.5,4.6,170,2.7,S
96017,2023-06-16 00:00:00,23.9,33.4,32.4,28.4,23.9,34.6,0,9.3,No significant weather,1011.1,90,49,56,71.25,5.1,200,2.7,S
96017,2023-06-17 00:00:00,27.8,33.6,29.4,29.65,27.8,34,2.1,9,No significant weather,1012.4,73,48,55,62.25,7.2,240,3.2,SW
96017,2023-06-18 00:00:00,26,35.4,31.8,29.8,26,35.4,8888,6.4,RA,1012.9,79,45,48,62.75,4.1,220,1.8,W
96017,2023-06-19 00:00:00,24,35,33.4,29.1,24,35.4,0,7.1,No significant weather,1011.6,90,45,39,66,4.6,170,2.5,S
96017,2023-06-20 00:00:00,21.9,35.6,32.4,27.95,21.9,35.6,,10.5,No significant weather,1011.6,83,42,59,66.75,3.6,150,2.2,SE
96017,2023-06-21 00:00:00,22.6,34.6,32.2,28,22.6,34.6,0,11.3,No significant weather,1012.4,92,51,57,73,4.6,320,2.4,W
96017,2023-06-22 00:00:00,24.2,33.8,30.6,28.2,24.2,34.4,0,10.6,No significant weather,1012.4,91,54,73,77.25,4.1,320,1.9,NW
96017,2023-06-23 00:00:00,24,33.6,29.8,27.85,24,34.2,8888,8,RA,1012.3,95,55,70,78.75,4.6,310,2.5,NW
96017,2023-06-24 00:00:00,24,34.8,30,28.2,24,34.8,0,8.2,No significant weather,1011.4,95,54,70,78.5,5.1,310,2.4,NW
96017,2023-06-25 00:00:00,24.8,34.6,29.7,28.475,24.8,36.1,0,9.9,No significant weather,1011.2,95,55,68,78.25,5.1,100,1.9,SE
96017,2023-06-26 00:00:00,24.4,34.8,30.5,28.525,24.4,35,,8.8,TS,1011.6,95,52,69,77.75,4.6,220,2,S
96017,2023-06-27 00:00:00,23.4,28.6,30,26.35,23.4,31.2,,7.5,-,1012.4,93,70,60,79,4.6,210,2.9,S
96017,2023-06-28 00:00:00,23.4,34,31,27.95,23.4,35,0,3.4,RA,1012.7,90,49,63,73,4.6,310,1.9,SE
